product_id,product_name,product_category,price,product_img,description
D_01,SASSAFRAS Sea Wash Peterpan Collar Pleated Dress,dresses,799,https://shoprapy.com/wp-content/uploads/2020/03/bd8f2ff9-186b-4983-b9b6-88654f2d13661564380201384-SASSAFRAS-Women-Blue-A-Line-Dress-9861564380199640-1.jpg,Periwinkle blue Fit n flared flowy silhouette
